0.000000;0.286453
0.000501;0.286477
0.001001;0.286409
0.001502;0.286391
0.002002;0.286332
0.002503;0.286332
0.003003;0.286307
0.003504;0.286317
0.004005;0.286295
0.004505;0.286298
0.005006;0.286299
0.005506;0.286352
0.006007;0.286410
0.006507;0.286494
0.007008;0.286574
0.007509;0.286683
0.008009;0.286799
0.008510;0.286929
0.009010;0.287029
0.009511;0.287103
0.010011;0.287133
0.010512;0.287150
0.011013;0.287140
0.011513;0.287093
0.012014;0.286997
0.012514;0.286915
0.013015;0.286870
0.013515;0.286886
0.014016;0.286931
0.014517;0.286994
0.015017;0.287057
0.015518;0.287127
0.016018;0.287181
0.016519;0.287215
0.017019;0.287229
0.017520;0.287241
0.018021;0.287247
0.018521;0.287252
0.019022;0.287249
0.019522;0.287246
0.020023;0.287229
0.020523;0.287191
0.021024;0.287131
0.021524;0.287072
0.022025;0.287016
0.022526;0.286968
0.023026;0.286925
0.023527;0.286900
0.024027;0.286903
0.024528;0.286938
0.025028;0.286991
0.025529;0.287049
0.026030;0.287095
0.026530;0.287124
0.027031;0.287142
0.027531;0.287149
0.028032;0.287123
0.028532;0.287064
0.029033;0.286994
0.029534;0.286926
0.030034;0.286851
0.030535;0.286768
0.031035;0.286674
0.031536;0.286569
0.032036;0.286465
0.032537;0.286390
0.033038;0.286348
0.033538;0.286332
0.034039;0.286329
0.034539;0.286345
0.035040;0.286386
0.035540;0.286449
0.036041;0.286534
0.036542;0.286661
0.037042;0.286831
0.037543;0.287018
0.038043;0.287194
0.038544;0.287351
0.039044;0.287499
0.039545;0.287639
0.040046;0.287729
0.040546;0.287716
0.041047;0.287582
0.041547;0.287345
0.042048;0.287043
0.042548;0.286743
0.043049;0.286501
0.043550;0.286326
0.044050;0.286220
0.044551;0.286178
0.045051;0.286194
0.045552;0.286261
0.046052;0.286355
0.046553;0.286453
0.047054;0.286542
0.047554;0.286629
0.048055;0.286714
0.048555;0.286784
0.049056;0.286808
0.049556;0.286784
0.050057;0.286732
0.050558;0.286661
0.051058;0.286574
0.051559;0.286488
0.052059;0.286408
0.052560;0.286346
0.053060;0.286311
0.053561;0.286303
0.054062;0.286314
0.054562;0.286344
0.055063;0.286390
0.055563;0.286448
0.056064;0.286503
0.056564;0.286548
0.057065;0.286573
0.057566;0.286568
0.058066;0.286528
0.058567;0.286455
0.059067;0.286359
0.059568;0.286264
0.060068;0.286173
0.060569;0.286075
0.061069;0.285967
0.061570;0.285865
0.062071;0.285781
0.062571;0.285720
0.063072;0.285691
0.063572;0.285703
0.064073;0.285750
0.064573;0.285833
0.065074;0.285966
0.065575;0.286145
0.066075;0.286330
0.066576;0.286500
0.067076;0.286659
0.067577;0.286817
0.068077;0.286970
0.068578;0.287109
0.069079;0.287218
0.069579;0.287287
0.070080;0.287322
0.070580;0.287337
0.071081;0.287340
0.071581;0.287338
0.072082;0.287338
0.072583;0.287342
0.073083;0.287345
0.073584;0.287339
0.074084;0.287321
0.074585;0.287298
0.075085;0.287274
0.075586;0.287249
0.076087;0.287220
0.076587;0.287182
0.077088;0.287141
0.077588;0.287095
0.078089;0.287029
0.078589;0.286936
0.079090;0.286819
0.079591;0.286675
0.080091;0.286516
0.080592;0.286381
0.081092;0.286282
0.081593;0.286199
0.082093;0.286114
0.082594;0.286019
0.083095;0.285912
0.083595;0.285814
0.084096;0.285742
0.084596;0.285696
0.085097;0.285673
0.085597;0.285677
0.086098;0.285698
0.086599;0.285724
0.087099;0.285762
0.087600;0.285817
0.088100;0.285885
0.088601;0.285961
0.089101;0.286053
0.089602;0.286151
0.090103;0.286243
0.090603;0.286328
0.091104;0.286411
0.091604;0.286494
0.092105;0.286582
0.092605;0.286679
0.093106;0.286775
0.093607;0.286859
0.094107;0.286931
0.094608;0.286998
0.095108;0.287071
0.095609;0.287167
0.096109;0.287279
0.096610;0.287372
0.097110;0.287391
0.097611;0.287340
0.098112;0.287265
0.098612;0.287194
0.099113;0.287122
0.099613;0.287047
0.100114;0.286972
0.100614;0.286909
0.101115;0.286861
0.101616;0.286826
0.102116;0.286794
0.102617;0.286764
0.103117;0.286737
0.103618;0.286714
0.104118;0.286691
0.104619;0.286663
0.105120;0.286634
0.105620;0.286623
0.106121;0.286631
0.106621;0.286647
0.107122;0.286663
0.107622;0.286675
0.108123;0.286681
0.108624;0.286685
0.109124;0.286688
0.109625;0.286684
0.110125;0.286666
0.110626;0.286634
0.111126;0.286591
0.111627;0.286538
