0.000000;0.135705
0.000500;0.135727
0.001000;0.135723
0.001500;0.135750
0.002000;0.135751
0.002500;0.135760
0.003000;0.135742
0.003499;0.135733
0.003999;0.135707
0.004499;0.135698
0.004999;0.135693
0.005499;0.135703
0.005999;0.135702
0.006499;0.135707
0.006999;0.135712
0.007499;0.135727
0.007999;0.135727
0.008499;0.135717
0.008999;0.135692
0.009499;0.135679
0.009999;0.135680
0.010498;0.135694
0.010998;0.135699
0.011498;0.135700
0.011998;0.135691
0.012498;0.135669
0.012998;0.135630
0.013498;0.135603
0.013998;0.135593
0.014498;0.135593
0.014998;0.135590
0.015498;0.135588
0.015998;0.135589
0.016498;0.135608
0.016997;0.135641
0.017497;0.135675
0.017997;0.135701
0.018497;0.135723
0.018997;0.135739
0.019497;0.135752
0.019997;0.135766
0.020497;0.135775
0.020997;0.135766
0.021497;0.135753
0.021997;0.135746
0.022497;0.135744
0.022997;0.135741
0.023496;0.135748
0.023996;0.135772
0.024496;0.135810
0.024996;0.135854
0.025496;0.135886
0.025996;0.135898
0.026496;0.135899
0.026996;0.135895
0.027496;0.135892
0.027996;0.135883
0.028496;0.135869
0.028996;0.135854
0.029496;0.135843
0.029996;0.135831
0.030495;0.135821
0.030995;0.135811
0.031495;0.135798
0.031995;0.135783
0.032495;0.135763
0.032995;0.135730
0.033495;0.135694
0.033995;0.135665
0.034495;0.135646
0.034995;0.135635
0.035495;0.135638
0.035995;0.135648
0.036495;0.135655
0.036994;0.135658
0.037494;0.135660
0.037994;0.135660
0.038494;0.135661
0.038994;0.135666
0.039494;0.135664
0.039994;0.135636
0.040494;0.135587
0.040994;0.135533
0.041494;0.135489
0.041994;0.135478
0.042494;0.135505
0.042994;0.135551
0.043494;0.135595
0.043993;0.135631
0.044493;0.135655
0.044993;0.135666
0.045493;0.135672
0.045993;0.135683
0.046493;0.135700
0.046993;0.135720
0.047493;0.135743
0.047993;0.135759
0.048493;0.135763
0.048993;0.135752
0.049493;0.135733
0.049993;0.135708
0.050492;0.135684
0.050992;0.135660
0.051492;0.135636
0.051992;0.135610
0.052492;0.135584
0.052992;0.135561
0.053492;0.135547
0.053992;0.135538
0.054492;0.135525
0.054992;0.135499
0.055492;0.135463
0.055992;0.135426
0.056492;0.135407
0.056992;0.135416
0.057491;0.135448
0.057991;0.135485
0.058491;0.135518
0.058991;0.135542
0.059491;0.135554
0.059991;0.135553
0.060491;0.135535
0.060991;0.135502
0.061491;0.135464
0.061991;0.135425
0.062491;0.135375
0.062991;0.135310
0.063491;0.135248
0.063990;0.135210
0.064490;0.135213
0.064990;0.135246
0.065490;0.135290
0.065990;0.135337
0.066490;0.135386
0.066990;0.135441
0.067490;0.135508
0.067990;0.135583
0.068490;0.135652
0.068990;0.135697
0.069490;0.135711
0.069990;0.135708
0.070489;0.135708
0.070989;0.135725
0.071489;0.135755
0.071989;0.135784
0.072489;0.135809
0.072989;0.135825
